"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"SnoopyStyle","29 November 2014","In pre-WWII Salzburg, Austria, the Mother Abbess doesn't know what to do with the flighty Maria (Julie Andrews). How do you solve a problem like Maria? Maria fearfully accepts being the governess to Captain Georg von Trapp (Christopher Plummer)'s seven children. The kids don't like her at first. She is the 12th in a long line of governesses. She eventually wins them over. The Captain is a widower who runs a cold strict household. The Baroness Elsa Schraeder (Eleanor Parker) accompanies him back from Vienna with singing producer Max Detweiler (Richard Haydn). However he starts to fall for the lovely governess and she for him. The jealous Baroness pushes her out of the way and the Captain asks the Baroness to marry him.Everybody is entitled to their opinion but I can't imagine anybody not appreciating the simple joy of this musical. The main objections seem to be the movie's departure from the real story. I don't know how much Nazism these critics want but it is a musical after all. Nobody is watching this for its authenticity. The songs are simply innocent fun. They are endlessly singable and Julie Andrews is the perfect Broadway ingénue with great screen presence. Christopher Plummer provides the compelling leading man. This is probably one of the best romantic musicals.","
            10/10
            "
"jmbwithcats","1 January 2016","The Sound of Music (1965)For all the liberties made to historical accuracy, I think it goes without saying, a movie is being made, and without certain poetic license, the bird of genius cannot fly, so leeway must be given... and in so doing here, a truly important and beautiful result is made. Captain Von Trapp's (Christopher Plummer) stone intensity as a disciplinarian who has forgotten how to love, who has lost his inner music after the death of his wife, is softened and freed through the inspiring lightness of Maria's (Julie Andrews) enchanting entrance into he and his seven children's life as the house's new Governess... While the leads balance each other, the sweetness of the music is equally balanced by the sobriety of the situation in which they find themselves, during the Nazi occupation of Austria. What intrigues me is that in the song ""16 Going on 17"" the young boy Rolf who appears to be in love with Leisl warns her of being seduced by men, but in the end it is he who is seduced, by the Nazis... and it is so often the case in life that while teaching others we grow cocky and forget that we too are still students, and capable of falling prey to our own folly... We also must understand though, even as the Von Trapp family escapes over the Alps to Freedom (the truth is they fled by train during the day to Italy), that those who helped them may not get off so lightly even though it is unshown in the film... the nuns who would obviously be recognized as having helped them by removing the car's carburetor, the man at the festival would likely be found complicit in helping them escape, and I mention them because it is impossible not to think of those who gave their lives to help so many escape the Nazis tyranny, and now it is our turn to help new refugees escape tyranny... the more that things change, the more they stay the same... I am an emotional person, and connecting emotionally with characters does help enjoyment, but also confirms bias and dilutes objectivity for sure... but ultimately, I believe The Sound of Music earns all five of its Oscars.The Amazon film ends with a one-hour behind the scenes look into the film and the Von Trapp family hosted by Julie Andrews. A perfect way to end the film.And like Maria, like Julie Andrews, my life is truly eased through singing my music, so perhaps as a singer, as a Jew, I relate quite intimately with the story.And it is true as is sung in the movie, and I leave you with that idea now... ""My heart will be blessed with the sound of music. And I'll sing once more.""","
            10/10
            "
"bkoganbing","20 November 2005","I was fortunate enough to see The Sound of Music on Broadway with the original cast minus Mary Martin, her part had been taken over by Martha Wright at that point. The production was good, but the thing I like best about The Sound of Music was how well Robert Wise transferred it to the screen. I defy anyone to show any trace of stage origin in this magnificently photographed film from that aerial opening with Julie Andrews singing the title song to the end with the Von Trapp family climbing every mountain.The main difference between the stage production and the screen version is that the role of the Baroness Elsa Schrader played by Eleanor Parker is a singing role. With the casting of Ms. Parker, a talented player but no singer, certain songs out of necessity had to be eliminated. Eleanor is fine in her role, but I do wonder if Robert Wise meant to cast a singer in her part originally. On Broadway the Baroness was played by Marion Marlowe.Julie Andrews who became a Broadway star in My Fair Lady and Camelot and didn't do either role for the screen, gives her greatest screen performance in a Broadway role originally written for someone else. There was some criticism that Mary Martin was too old to be playing Maria in the original play, but she certainly was guaranteed box office on Broadway. Julie Andrews was just right for the part and she's in great voice. I always marvelled listening to her at the perfect diction she was able to maintain hitting those high notes.Christopher Plummer took over the role that Theodore Bikel on Broadway and he too gained a signature role for his screen career. I've always felt that the talented Mr. Plummer has never been given the credit due him. He was a perfect Duke of Wellington in Waterloo and his portrayal of Commodus in The Fall of the Roman Empire is the highlight of that film. I like Christopher Plummer because he's also never taken himself seriously though he takes his art very seriously. I don't think too many other actors today could have played that comic villain in the Tom Hanks/Dan Ackroyd Dragnet movie and done it with such obvious zest and enjoyment.A real old timer got into this film with Peggy Wood playing the Mother Abbess at the Convent where Maria is a postulant. Ms. Wood's Broadway career dates back to 1911 and on stage she introduced songs by such people as Victor Herbert, Jerome Kern, Sigmund Romberg, and Noel Coward. You've got to be real good to get folks like that to write for you. And now her art is preserved in one of the most popular films of all time.The charm of the music and the leads and the kids sometimes obscures the anti-Nazi message that The Sound of Music conveys. The story takes place in Austria before and during the Anschluss. Christopher Plummer makes no secret of disgust for the Nazis and all they stand for. The Sound of Music makes it clear he is very much in a minority in terms of Austria uniting with Germany. Of course the irony is that Anschluss did not quite turn out for the Austrians as they hoped it would.The Sound of Music, it's story, it's music, it's lyrics and it's charm will stay with you and never leave after a hundred viewings.","
            8/10
            "
"littlemanzone","17 December 2015","I've grown up with every Female generation in my Family Singing these Songs, so it's surprising I've only just got round to watching this now. I had no idea this Movie was so Dark! Starting with the Joyful opening which slowly progresses to an unpredictable Sinister Storyline.This is Top Cinema at it's best!! The Costumes, The Settings, The Actors, The catchy Song writing all get Top Marks from me. I even found myself so engrossed and feeling anxious with sudden urges to shout at the Screen, especially near the End.I couldn't fault a thing! It's such a shame that modern Film makers seen to have lost the ability to write such Masterpieces anymore. A Brilliant Movie!!!","
            9/10
            "
"Pedro_H","13 May 2003","A spirited nun leaves her convent and becomes a governess in pre-war Austria. Here she teaches the six children about love, life and music against the growing threat of Nazism.Your fingers hesitate on the keyboard before making comment on a film that is more a phenomena than a stretch of celluloid. This wasn't just a smash hit in the normal western markets - it also went huge everywhere and has stayed huge. The whole Indian film industry is descended from the template set down here.While this was a well regarded stage musical, this wasn't seen as a natural box office smash (a musical based on the life of a nun!) and was probably thrown to Robert Wise (more an action - than a music - man) because he was known for being able to operate well on a budget (all those B pics!)It was just as well, production was hellish: They had forgotten (didn't know?) how moody the European weather could be (even in Summer) and the genuine Austrian period folk songs didn't shine (new ones were quickly written); and beyond that many of the children had no real film acting experience.The success of the film is nothing but a bag of paradoxes, the must striking being that is was old fashioned even when it was released. Beat based pop music was dominating the sales charts and the sixties were beginning to swing. Hem lines were going up hair lines were going down and James Bond had already introduced casual sex and violence to the screen.This may have been made in 1965 - but it could easily have been made 20 years earlier and is the (off-screen) product of people that probably were coming to the end of their best creative period. Oscar and Hammerstein had already penned most of their famous musicals and must have been amazed that they struck their largest gold reserve so late in the day.As Noel Coward once observed, the one thing that critics overlook is that the public are looking for simple minded entertainment, not messages or meaning. And this is both simple minded and entertaining (if you can live with heavy schmaltz). There are certainly no messages, unless you need to be told that love and music are good and Nazi take-overs are bad!The songs don't so much act as light relief, but provide the film with a life support machine. As drama the whole thing can't get out of second gear - even the Nazi threat doesn't raise the drama level beyond village theatre. I also guess we are supposed to know what these people really represent from other sources?Julie Andrews performance is massively underrated. Here is someone that has to sing, dance and act with children (sometimes all at the same time!) and yet makes it look easy, natural and spontaneous. When has, say, Robert De Niro ever done anything as technically difficult as this?In many ways SOM is bullet proof (can you imagine Mel Brooks/Jerry Zucker doing a spoof?) family entertainment. A plot everyone can follow, charming children, excellent score, pretty scenery, perfect lead and a happy ending - if not for the rest of war torn Europe!As a footnote. Twentieth Century Fox lost all the profits they made on this film on musical follow ups that included Hello Dolly, Star and Dr Dolittle - which makes clear that the whole thing was, indeed, just a giant happy accident and musicals were not what the audience secretly wanted all along.","
            9/10
            "
"o-31546","20 June 2017","The Sound of Music, the sound of freedom.This classic film is filled with glorious songs and has plenty for hopeless romantics to enjoy. The Sound of Music also effectively works in the tension and foreboding of the time period. Everyone in Austria has to make a choice when the Nazis arrive. Even the nuns in the abbey must make a choice.It's worth discussing with older kids why this was such a tense time and why the Von Trapps made the painful decision to flee the country they loved. It is a movie of catching freedom.""The Sound of Music"" has contributed to the legend which has grown around the true life story of the Trapp family. ------Yidioo","
            10/10
            "
"planktonrules","22 May 2012","This review contains LOTS of spoilers. My advice is not to read my review at all, as it will no doubt hinder your enjoyment of this wonderful film! I mean it--DON'T READ ON.....I adored ""The Sound of Music"" when I saw it for the first time when I was 16. I loved the film and was completely infatuated with Julie Andrews. Frankly, this isn't at all surprising as practically EVERYONE was in love with Julie Andrews after they watched the film! What wasn't to like?! The music was AMAZING, the story very romantic and the film uplifting throughout. However, I made a mistake. I loved the film so much that I read up on the real Von Trappe family--and it was little like the wonderful family in the film! The Captain was actually always a pretty nice guy and Frauline Maria wasn't exactly 'practically perfect in every way'! To make things MUCH worse, I traveled to Salzburg, Austria several decades later--and I learned THE TRUTH!!! The wonderful Von Trappe home in the film was actually a composite of about a half dozen different homes in the area! The gazebo was miles from the riverfront which was miles from the interior of the Von Trappe home--and the truth got worse! When we visited the cemetery where the family hid out at the end of the film, we were shocked (and VERY offended) at a memorial in this cemetery for the SS--the same folks that manned the death camps! All in all, this is a case where the truth really, really hurt. And, although I am a history teacher who loves historical accuracy, this is a case where I wish I'd never learned the truth. Heck, at the end of the film, you see the family escaping over the Alps to freedom--and in real life, they just took a train to Italy!! Hrmmph!!","
            10/10
            "
"Calysta","12 January 2000","Watching my Mother dancing and singing to the songs of ""The Sound of Music"" at the age of five was incredibly disturbing. It was seven years before anyone was able to sit me down in front of the T.V to the musical during the annual telecast in Sydney. Almost to my horror, I was falling in love with the musical. More than two years later, not a single movie has been able to pass it in my favourite movies stakes. I have made judgemental mistakes with great movies. Greats like ""Casablanca"", ""The African Queen"" and ""The Wizard of Oz"" have originally also been frowned upon. ""The Sound of Music"" expanded my horizons on the movie world. I eventually went on to view non-musical classics as a result of this single movie, and now old classic movies have become a genuine passion. Rodgers and Hammerstein wrote their greatest work in the form of their last musical, despite the fact it was ""Carousel"" that was their favourite. Although the changes made from the original stage production have now been evident in the arrival of the excellent musical currently playing in Sydney, much have been for the better. Throughout their career, the duo created immortal musicals, but in story, song and film, ""The Sound of Music"" surpasses ""The King and I"", ""Oklahoma!"", ""Carousel"" and ""South Pacific"" in all aspects. We all know the story. We know of at least one of the immortal songs from the musical, ""The Sound of Music"", ""My Favourite Things"", ""Do-Re-Mi"" or ""Edelweiss"". Julie Andrews was believable and unforgettable as the sweet, outspoken novice nun turned governess, who should have taken out the oscar that year. Christopher Plummer was dashing as the Captain, and the supporting cast was one of the best I have ever seen. Fond memories have been remembered from some of the unforgettable sequences of this film that deservedly made it the best picture of 1965.Yes, there are sugary elements in the movie that cannot be denied. But this movie has never been reliant upon sex, violence or drugs to make it one of the best things to come out of Hollywood. It can be appreciated truly for what it is, pure art, talent and spirit. It is not a real perception of the world nowadays, but for all the joy it brings, who cares?It was the last movie I expected to love as a fourteen year old. It was also the first movie I watched in seven years that could manage to make me shed tears, and view it in loving admiration which cannot be equalled.
""Singin' In the Rain"" is the only other contender to the title of ""The greatest movie ever made"". Whatever its flaws, ""The Sound of Music"" is one of the worlds best loved treasures which keeps bringing generations of viewers to its attention.Rating: 10/10","
            10/10
            "
"gerry-russell-139","2 February 2002","""The Happiest sound in all the world""? Quite possibly and easily the most famous musical film in Hollywood history. Most of us grown-ups still love it but at the same time we're also tired of seeing it over and over again (maybe that's why it's not rerun on NBC every single year anymore). Julie Andrews takes her MARY POPPINS success and adds even more to it with her delightful rendition of the role that Mary Martin originated on the Broadway stage in 1959 and ran even farther with it than Martin ever could. In my opinion, and I don't think I'm alone here, Martin was too old for the part (she was in her mid to late 40s in the stage version and Andrews was 30 when the transition came to film came around--a perfect age). As for the rest of the cast, it is just as talented: Christopher Plummer in the role he will be forever remembered for (even though he hated the part) is an achingly true Cap. Von Trapp with those ""hidden talents"" making subtle appearances throughout the film until blatantly bursting out into the open in the film's closing scenes; Richard Haydn makes for a comical and yet sincere ""Uncle"" Max, Peggy Wood is a starchy yet compassionate Reverand Mother and Charmian Carr as Liesl stands out as our perrenial favorite of the seven children. The locales are breathtaking as well (esp. the opening scenes which is probably the most beautiful aerial shot in all of film history and the cunning floral designs of the public Austrian gardens during the DO-RE-MI sequence). So let's all keep watching this most cherished of all musical films each year and never forget it's universal sentiment: to 'climb ev'ry mountain, ford ev'ry stream, follow ev'ry rainbow till you find your dream'.","
            9/10
            "
"dweck","8 December 1998","Has Julie Andrews ever appeared on film more beautifully than in this film? Has she ever sung with such richness and gusto as is captured here? As a big fan of hers, I can watch this musical over and over and just sigh.Wise and his cinematographer have photographed Andrews in a manner that no other director has--even her husband. Watch the scene where Maria watches the Captain sing Edelweiss with the kids. Wise turns her into a gauzy angel. It is a fantastic moment among hundreds that this movie contains.I am firmly in a camp that says Julie Andrews was completely, utterly, and regrettably robbed when the 1965 Oscars were handed out. She embodied Maria Von Trapp, wholly and with every fiber of her being (just watch the scene in which she races the boys in a segment of ""Do-Re-Mi""; she runs at the camera with utter abandon here, no holding back. Or consider the shot at the end of this song, where she places her hand atop her head--it's as if even SHE can't believe she's hitting that note).The Julie Christie performance that beat Andrews is now all but forgotton. ""The Sound of Music,"" however, lives on and on.""The Sound of Music"" is a bit bittersweet for me, given that audiences tastes would soon turn away from big-budget musicals in general and Julie Andrews specifically. But what a legacy it (and she) have left!","
            10/10
            "
