"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"roxlerookie","20 January 2024","I found myself skipping through, watched the beginning and the last quarter. It's awful on many levels.I loved Paddington, both in fact. They were wonderful.I also loved Ronald Dahl s books as a kid.I also remember fondly the Johnny Depp version.Now this one was an infuriating mess. Chamalet can't sing, which is a big deal given this happens to be a musical, and I dislike musicals.The writing is terrible, the acting is terrible, the characters are so cliché yet incredibly bad, it's like an AI wrote a Dickens novel for chickens. Dreadful really.Even the cgi was bad. It's also pretty nihilistic as everybody is a terrible person, down to the church staff.We deserved better. And the legacy of this IP also deserved better.","
            2/10
            "
"ericstevenson","25 December 2023","The trailers gave us an impression of a heartwarming movie and that's exactly what we got. This is probably not a direct prequel to the 1971 film, although the Oompa Loompas do look exactly as they do in that movie. This movie features Willy Wonka being tricked into working in a laundromat because he didn't read the fine print, a reference to the original film. He meets other people who were tricked and they help him escape so he can sell his chocolate. The imagery is amazing, although there's only one Oompa Loompa who doesn't appear until halfway through the film. It's certainly a wonderfully colorful movie.The best part about the movie is that it's a wonderfully upbeat film. My brother was even crying through it and he almost never cries! I wish I could have looked to see him do that. The sidestory with the orphan was probably the most heartwarming. Even the funny sidestories end up becoming relevant in the end. What a wonderful film and a very Merry Christmas for everyone! ***1/2.","
            9/10
            "
"ubik-79634","6 December 2023","Origin stories can be hit (""Wicked"" the musical) or miss (who even remembers ""Oz the Great and Powerful""?). On that scale ""Wonka"" is closer to hit than miss, although it's far from a masterpiece. The film is funny, and has a number of witty ideas (many of which make it in the trailer, like the fine against daydreaming). It also has delicious characters, starting with Hugh Grant's Oompa Loompa, the real memorable character of the piece. It all rings true to the spirit of Roald Dahl, although the double missing mommy storyline felt somewhat forced. What prevents this movie from being great, however, is that it often stays in safe, blockbuster-friendly territory, and resists the Call of the Absurd that could have transcended it. The film is often more amusing than really funny and rather more cute than touching, while its dose of whimsy always feels extremely calibrated, like its CGI visuals. Yet it was easy to see how putting Mr Bean and a runaway giraffe together in a church could have led to wilder results than what we are ultimately given. Or how Keegan-Michael Key as the chief of police could have brought more as a supporting character. Maybe it's remembering Tim Burton's brand of humor, which was already in decline when he made ""Charlie and the Chocolate Factory"" and yet felt more satirical than this very tame ""Wonka"". Or maybe seeing sweet, cloying Chalamet in a fantasy version of Paris reminded me of ""The French Dispatch"" and Wes Anderson's inimitable take on whimsy. In fact, if you really want a memorable take on Dahl, you should check out Anderson's short movies - I find them more personal and authentic than this very corporate friendly, very safe ""Wonka"".","
            6/10
            "
"npvarley","6 February 2024","This is such a good fun movie. Greats sets, some catchy songs (thanks to Neil Hannon, The Divine Comedy). Beautifully shot. A great leading cast and supporting cast. The story is well-paced and moves along at a jaunty pace.The choccie badies are suitable rotters, trying to stymie Willy Wonka and being outsmatrted.Timothee Chalamet is wonderful. He catches the tone perfectly, with some great delivery of the humour and some pretty good singing. I was really impressed by his performance. Jim Carter and the other preimary cast were excellent.And a special mention for Hugh Grant, who almost stole the movie as Ooompa Loompa.!","
            9/10
            "
"pete-murphy97","9 December 2023","Paul King, the director behind the enchanting Paddington films entered the fold to direct a prequel to Gene Wilder's Charlie and the Chocolate Factory. Unfortunately, this outing is overproduced and overdone. And just like chocolate; some things are best had in moderation. Roald Dahl's work in recent times has regrettably been tampered with to remove language related to race, gender, weight, and mental health that today's readers might deem offensive. This film feels like a continuation of that craven desire to be inoffensive. The result is a slightly safe and garden variety end-product which isn't much of a tribute to Dahl, if it even wanted to be.For me, all things Willy Wonka should be almost like an experiential hallucination; self-contained, a bit mysterious, and open to interpretation, without the need for any elaborate backstory spelling things out. Wonka should be an experience, not a storyboard. He ought be unpredictable, a one-off. In the book he is innovative, flamboyant, stubborn, arrogant, and authoritarian. We saw the innovative and the flamboyant, but none of the rest. Or how those latter qualities might have taken, or were taking, shape. Timothee Chalamet's portrayal, for all its innocent charms and trinkets, simply did not have the comedic and deliciously unpredictable edge of either Wilder or Depp's Wonkas; the dimensionality just wasn't there. That ""edge"" would have bounced off the sassiness of the stubborn Oompa Loompa perfectly, helping the audience to see how Wonka wins them over (besides just a paltry supposed bribe of chocolate tasting). Here, it's Hugh Grant outsmarting, outshining, and outwitting a bumbling wide-smiling, bright-eyed and bushy-tailed Wonka in most of the scenes they share. The musical genre of this film wasn't a bad call, given the iconic hit of Wilder's ""Pure Imagination,"" why not try out a musical style? The original songs here could have a little more oomph, though, lyrically and musically. The trio of main villains were excellently cast, with Matt Lucas, Paterson Joseph (stealing the show), and Mathew Baynton. All three were a treat to see on-screen.Overall this film is relatively unchallenging for children compared to Wilder's 1971 work under the original source material, or Tim Burton's satirical 2005 outing. Imagining Willy Wonka as sweet, cloying and one-toned as he's shown here with Chalamet doesn't quite hit the sweet spot.6.8/10.","
            7/10
            "
"magiciancolin","16 January 2024","As a fan of the Gene Wilder film and someone who can enjoy the Johnny Depp film. This was not it. No connection to these films and with that, should not be advertised as a prequel. This is it's own story and a messy one at that. When writing the screenplay they definitely didn't go and watched not read the original source material. The Oompa Loompa was WAY to small and Wonka was NOT A MAGICIAN! HIS HAT WAS NOT AN ENDLESS portal and he had no magic powers. The stupid chocolate recipes were annoying and yes, the original film and book had make believe recipes, but this film was too much. I need to know who thought TIMOTHEE could sing, because they should be fired as they ruined ""Pure Imagination"" there are a few original songs none are good except one and that's why this is 1 star.","
            1/10
            "
"robfollower","1 January 2024","The reception is quite positive for Wonka . I however could not get into this film It is not bad , the film is just to tame . ""Wonka"" could use more tart notes; at times it's borderline saccharine. There's no shiver of menace here, this is not the persona Willy Wonka is known for being sarcastic in Charlie and the Chocolate Factory by Roald Dahl. Wonka is a quirky, eccentric character who is known for brushing off questions and using sarcasm to ignore them ,this is what make the role such a good character Study .It takes only moments into the film, when star Timothée Chalamet first opens his mouth to sing, to discover Wonka's errors: The songs are that not good, and the guy singing them is even worse.Gene Wilder's Willy Wonka. Performance come to mind and whereas his 1971 version was magical and witty, this 2023 version of Wonka is a bit underwhelming . There is a lack of magic and surprise. The story just doesn't take me on a trip like the original did. Or for that matter the 2005 Johnny Depp version ; FYI If you love Weird and strange Depp's acting is for you. It is bat crazy !Some of the songs of this the 2023 reimaging tale weren't really catchy or even good, and felt pointless. On a slightly more positive note, Hugh Grant puts in the only commendable performance as an Oompa-Loompa, and some of the visuals are impressive. 6/10.Everlasting gobstopper ...........No one will ever play the bright comic exterior and dark soul of Willy Wonka like Gene Wilder did in 1971. Wilder remains the gold standard in the role of Willy Wonka with his mad genius -- which featured a snarky edge and a hint of darkness.","
            6/10
            "
"chris_rowe-881-168820","13 December 2023","This was for me not quite the level of the original but better than Depps version. What I found most distracting was the endless need for songs where they weren't really needed, they weren't memorable or catchy they just felt lazy and forced, like every kids movie now seems to be full of music.The acting part was far better, story was sweet, solid and flowed nicely, a lot of fun cameos that most English tv fans will recognise, the design and costumes were great and the special effects were awesome to. Hugh grants little orange man was a highlight as was the talented girl who played noodle.Biggest floor... TC for me hasn't got a great voice for singing.","
            8/10
            "
"jp_91","7 December 2023","""Wonka"" is a pleasant prequel to ""Willy Wonka & the Chocolate Factory"", the script achieves a perfect story for the holiday season and for the whole family, with a simple but effective comedy and good dramatic moments that are strong points for the film production. The production level is excellent, the costume design manages to be fun and the performances are good, especially that of Timothée Chalamet as Willy Wonka, in addition to a successful special performance by Sally Hawkins. The musical numbers are well choreographed and managed to be performed by the voices of the entire cast. One negative thing to highlight are the digital special effects that look fake in every scene in which they are added. The editing work is of a good level. The music composed for the film has potential and is enjoyable. ""Wonka"" shines as a great movie for the Christmas season.","
            8/10
            "
"magadalwarmayur","11 December 2023","Wonka, the latest film from director Paul King, takes us on a journey into the fantastical world of Willy Wonka's early life. While the film is visually delightful and boasts a strong performance from Timothée Chalamet, its chaotic story and forgettable music leave it feeling bittersweet.Chalamet shines as a young Willy Wonka, brimming with youthful enthusiasm and boundless creativity. His performance is a welcome departure from the more jaded interpretations of the character, injecting a much-needed dose of innocence and wonder. Olivia Colman and Hugh Grant round out the cast with memorable supporting roles, adding humor and depth to the film.The film's greatest strength lies in its visual feast. The vibrant sets and costumes bring the Chocolate Factory to life in all its fantastical glory, creating a truly immersive experience for the audience. King's signature whimsical style shines through, crafting a lighthearted and enjoyable atmosphere that is sure to captivate children and adults alike.However, Wonka's charm is somewhat diminished by its chaotic story. The plot feels convoluted and lacks focus, making it difficult to follow at times. This is further exacerbated by the film's foray into musical territory. While the songs are visually stunning, they are unfortunately plagued by generic melodies and forgettable lyrics. They ultimately feel disconnected from the narrative, serving as unwelcome interruptions rather than emotional enhancements.While not quite reaching the heights of King's Paddington films, Wonka manages to entertain with its whimsical tone and charming performances. Fans of Chalamet and visually stunning musicals will likely find much to enjoy. However, those seeking a more focused and emotionally resonant experience may find themselves left wanting. Overall, Wonka is a visually delightful and whimsical film that ultimately feels like a mixed bag of treats, leaving one with a taste of both satisfaction and disappointment.","
            6/10
            "
