"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"majikstl","4 January 2002","I know I'm in the minority, but my take on this film is the exact opposite of most of the other comments here. To me, McMurphy is the villain in this film. He is not the lovable scamp whose madcap antics enliven a mental institution -- as some seem to see him. He is, rather, a destructive, evil force. He is in the institution because he is faking mental illness in order to avoid prison for statutory rape. He has no compassion or sympathy for the other patients in the ward; he uses them as pawns to get what he wants. It is his reckless behavior, and not the ""evil Nurse Ratched"", who brings about Billy's death. In the end, when he mets his ""tragic fate,"" my feeling was that McMurphy is getting just what he deserves. McMurphy is a selfish, manipulative, self-righteous s.o.b., more sociopath than rebel. Rather than being a symbol of freedom, he is the personification of the abuse of freedom, a coward who takes no responsibility for his actions and lives only for himself. As for Nurse Ratched, to me, she is a sadly sympathetic character: a middle-aged, underpaid, under-appreciated nurse-turned-bureaucrat, apparently trapped in job for which she has no real competency. The only thing she can do is try to keep order, something which McMurphy cannot abide. Surrounded by patients she can't help, she has built up an icy wall and an iron will to retain what little power she has. This could have been a fascinating character around which a good film could have been built; McMurphy is just a devious little creep. (Plus, as a one-note heavy-handed, sexist symbol of oppression, I find the Ratched character offensive, but give kudos to Fletcher for managing to give her what little shadings she can.)Furthermore, I find the surface story about life in a mental ward unconvincing and the underlying symbolism about freedom and oppression dishonest. And please, lets put an end to the tired crazy-people-are-saner-than-the-sane-people nonsense; it is a tired literary cliché. As for Nicholson, he chews up the scenery; sometimes it works, sometimes it doesn't. Here, I'm unimpressed. I know this film has sparked fanatical devotion, but as far as I'm concerned, it a total fraud.","
            9/10
            "
"slowcando","7 March 2015","Cuckoo's Nest fills you with all the awe human hope can give, then it slams its dead remains right in your face, just as you despair it then offers to revive it one more time.A roller-coaster of emotions, one might say.I haven't seen Chinatown yet but I've seen a lot of Jack Nicholson and this is my favourite role of his. He plays a believable Jack-the-Lad, the kind you knew at some point in your life: annoying to some, endearing to others. However you viewed the Jack in your life, he always had time for you, perhaps even changed you in some way.But this isn't just his story, that's the beauty of his character: he has time for everyone and thus you feel the stories of the other characters in that Nest, you might relate with some too, or at least recognise someone.And Nurse Ratched? If you don't know anything about her character best to stop reading about this film and just watch it.Undoubtedly the best mental-asylum film ever, without trope...just bags of humanity (all shades of it).","
            10/10
            "
"katarina-kristiansson","9 March 2018","This was the best movie that I have ever seen. And I've seen many movies.","
            10/10
            "
"sac_9","4 September 2007","Not many movies have won the ""big five"" in the academy awards. It's enough to win just best picture for a lot of movies. This movie portrays every film element to the highest degree, from the beautiful panoramic shots of the mountains outside of the mental institution to the story of ultimate redemption McMurphy and Chief find at the end.The movie is seen through the eyes of Randle McMurphy (Nicholson). He is sent to the mental institution because he would rather be considered ""insane"" and live in ""luxury"" other than being a jailbird in prison. Once he gets into the actual living area where the insane are, he looks up at this tall, native looking man they call ""Chief"". McMurphy's initial reaction to Chief was his little Indian dance he did to mock him, but once Chief didn't react McMurphy asked him if he played football and says to chief, ""God damn, boy, you're as big as a mountain."" Little by little, you could see their friendship start to unfold out throughout the movie.In One Flew Over the Cuckoo's Nest, the title ""villain"" would definitely belong to Nurse Ratched. She gave threats to the patients, she was even friends with one of the patient's (Billy) mom. She also tries to toy with McMurphy's mind by trying to get him to conform with the customs of mental facility. It doesn't work out for her as planned. Including a classic scene where Nurse Ratched's threats cause little Billy to commit suicide. In rage, McMurphy has seen enough and actually chokes her out. This causes McMurphy to go through a lobotomy and become a vegetable at his stay at the clinic.I know many people probably disagree with this but, I think Chief killing McMurphy at the end was beautiful as much as it was heartbreaking. It symbolized that McMurphy, still had a chance to redeem himself and become a hero, even if it were death. It also gave Chief clearance to finally ""escape"" the premises and ""fly from the cuckoo's nest"", and how he did it at the end was classic. That's what makes this movie one of the greatest of all time, not only because of the sensational acting and the sociological significance, but because of the message and symbolism of the story.The directing by Milos Foreman was phenomenal, not only with the memorable acting by Jack Nicholson, but with the camera shots he used in certain scenes. For example, the scene before McMurphy was about to get electro-shock therapy they show a very close up angle of him to show the intensity and crowdedness he had to go through while getting the shock treatment. Nicholson also makes it pretty believable that he is actually getting shocked, by making ""gurgling"" noises and such.They actually go back to the ""lying down"" closed angle shot at the end of the movie when Nicholson passes away. I thought it was very brave of the director to keep that long shot of McMurphy's dead self, because by making it last as though it were a still shot, to me it seemed more and more believable that McMurphy was actually dead. I don't know how Nicholson just lied there stiff as a board. I know he may have won his Oscar because of his heroic and charismatic character, but how he dealt with himself in those two scenes is what tickles my fancy.The ideology of this film is, in my opinion, what makes it one of the greatest of all time. The story brings up the question of who's actually the insane; McMurphy and his patients, or Nurse Ratched and the staff? Clinically, McMurphy was not insane. Even the doctors and professors stated that, but since he didn't follow the norms and the dictatorship of Nurse Ratched, he had to stay at the sanitarium longer. I also loved the allusion of Chief, by acting deaf and dumb. He played the omniscient or ""god-like"" role of hearing and seeing everything, yet not saying anything himself. It almost seems as he was the narrating the story until he befriended McMurphy.I don't know if I could think of a more evil villain in a movie other than Nurse Ratched (Louise Fletcher). The evil looks she gave to her patients when they were doing something wrong was as cold-hearted as one could get. Also her audacity to tell Billy's mother about his sexual deviance is as sinister as you can get. She knew that it would hurt Billy deeply, which was a major reason he was ""insane"" is because of his relationship with his mother. He eventually killed himself, angering McMurphy.I never thought I would cheer out loud when a grown man was choking out a little woman, but I did here. This scene did a fantastic job of not making it taboo, but making you want her dead even more. This did change Nurse Ratched however, it made her a little nicer to the patients at the end and made her realize that if she abuses her power as a nurse, it can come back to haunt her.The meaning of this story is wonderful and helped Jack Nicholson set the bar for acting. The symbolism of Chief's and McMurphy's redemption serves as a corner stone for many many movies today. Whether it be the costumes of the patients, the crazy acting, or even the beautiful classic shot at the end of the movie where Chief runs out to freedom; This movie will never be forgotten. And it serves as a good lesson for everyone out there who feels left out can all come together and get freedom. I advise anybody who says they love movies to watch this film, because it will not only change your views, it will change your life and you can't say that about a lot of movies.","
            10/10
            "
"Coventry","5 March 2021","This will probably be regarded as a very blunt and unpopular statement, but I think that almost one third of the films listed in this website's top 250 do not belong there. Particularly among the first 50-100, there are far too many movies that are either vastly overrated and/or only listed so high because they have large and obsessive fanbases that vote continuously to keep them up there. The opinion naturally doesn't count for a handful of films that are - and forever will remain - undisputable masterpieces. ""One Flew over the Cuckoo's Nest"" is such an undisputable masterpiece, and it actually hurts to see that a landmark like this is getting pushed back in the ranking. I remember, a couple of years ago, this was #5 and all of a sudden, it's only at #18 now.Anyway, I certainly do not always concur with the choices of the Academy Awards committee, but it was the right decision that ""One Flew..."" triumphed in the five main categories, and this in spite of the tough competition that year (""Dog Day Afternoon"", ""Jaws"", ""Barry Lyndon"", ...). When your film is considered the best in those five areas, including best script and best film altogether, you can safely conclude it's pretty close to perfection. The story is definitely one of the most absorbing ones ever told, with courageous themes and utmost fascinating characters, and strengthened by the flawless performances of the ensemble cast. The authenticity of the asylum setting, Jack Nitzsche's music, the cinematography and about half a dozen other things all contribute to its pure genius.","
            5/10
            "
"jfgibson73","29 August 2021","I wasn't all that impressed with this movie. A regular guy gets put into an asylum and acts like he's the coolest guy around. Which he is, because he's the only one who isn't impaired. I didn't think anything all that interesting happened. Maybe it was well made, but I thought it lacked something in the narrative. A second viewing could possibly change my opinion, but I have no interest in seeing it again.","
            9/10
            "
"willcundallreview","13 July 2014","One Flew Over the Cuckoo's Nest is a Drama film that is just a classic of cinema and contains performances that are near unmatched. With clashes between characters and the stories delve into the mind of mental patients, the film succeeds in bringing a sweet story with also a dramatic one, even a little humour seasoned in as well. Overall I did have a hard time giving this it's score but in the end I felt this was solidly a sublime film, and here below is why I felt that way.The story is pretty neat, kind of different I felt from many other Oscar winners in the sense that the characters are not dark people and the movie is never scared of being funny quite a bit. It is fascinating to watch too, just to see such a rich storyline play out in front of you, you realise why this film makes many of the best films of all time lists. One other thing I loved about it was that it is also so smartly done, it's lead character brings the story smart lines and also brings the best out in the other characters, just sensational stuff.Jack Nicholson is superb in this, completely crazy yet funny, dark yet excitable, he just brings a wealth of expertise to the movie and his character is one I shall remember for a long time to come in cinema history. Louise Fletcher is great too, she is very calm, and I mean VERY calm yet the way she portrays it just makes it so great to see and her chemistry with Nicholson is movie gold. Look out for Danny DeVito and Christopher Lloyd among others, truly bringing even more quality to the already high quality film.Milos Forman directs well in truth, I did feel that altogether Nicholson among others steal the show and you kind of forget about the directing involved, but looking back it is done to a good standard. I enjoyed the script as well, as said before it contains humour, and that means the film is never too serious or something that is always dark, it has a few sweet spots in it. Even the score for the film is haunting, yet it is also very dreamy and really works well to say it is in a mental hospital with patients constantly taking drugs to help them, score goes with it excellently. So hard to find much wrong with it, but the reason I don't think this is a perfect film is mostly down to the last maybe quarter of the movie, it just slows down a lot and although not bad stuff, the quality we are used to at the beginning affects it's slightly less good end(the actual end of the film is fantastic though). I could say that not all the actors are great but well we can't expect everything, to be fair to them Nicholson and Fletcher get most scenes and dialogue so it isn't there fault.If you like a classic piece of cinema, go watch it, this epitomises legendary plot lines and characters and serves as a real way to do movies. If your looking for Oscar films, again this is probably for you, this has to be one of the best Oscar winning films around and trust me, some people may find this their favourite film of all time. For Nicholson fans, well where else to start or end than with possibly his best performance, he rules this film and stays with you way past the 2 hours this film lasts, just great really.Overall it is Solidly a Sublime film as said, I will add I nearly gave the a Perfect mark showing just how amazing this movie really is. This film is always worth a watch if your compiling the best movies of all times, truly is one the best and the performances are also some of the best. Another good thing this movie does is not to make mental disease seem just stupid and silly, they actually have hearts the characters and can be very nice at times, very great to see such things happening.","
            9/10
            "
"tjgoalie13","21 October 2015","One Flew Over the Cuckoo's Nest was a social protest film that attacked the social stereotypes and tragic failures of the mental health system. The film pulls no punches and is often hard to watch, but is so powerful in it's message that it remains a classic film of the 1970's. One Flew Over the Cuckoo's Nest is a complex film, about complex people misidentified as simple. Much like other modern protest films One Flew Over the Cuckoo's Nest applies to one societal problem, but can transcend its subject matter and represent more modern problems, making it truly timeless.Many films have approached the community aspect of human life, some attacking it some defending it, this film seems to do both at the same time. The film contains a major paradox, both criticizing those who shun people from society for their differences, while showing that community is part of the human way of life, and that even society's rejects need community. Most of the shots throughout the film are medium or close ups, which most likely represents what a close group the patients are. It's both tragic, brilliant, and heartwarming to see how a group of neglected and forgotten people can band together, when society turns its back on them.The most impressive aspect of the film is the treatment of the characters, which is most likely a representation of the time it came out. Many of the characters in this film are connected by the fact that they have mental health issues, and they are rejects, but the characters are all distinctly different characters, and not just stereotypes. The treatment of the characters is impressive in it's own right, because today critics would probably say that the film is insensitive, it's humor is occasionally a little crude, but it's the exact opposite, the characters are treated as normal human beings, which is the most equal way to treat any character in any film.The movie contains a very angry message pointed at the methods of treatment for the mentally ill, and is an extremely powerful, albeit a little hard to watch, because of it. Simply put as the film progresses we see all of these characters, go through the horrific treatment they were subjected to, all the while following one main character, Randle. By the end of the film the main character is a vehicle for the message being sent, as the story takes Randall, a broken man, and breaks him permanently. By the end the audience should realize that they have watched a film, exemplifying the tragedy of the failing system.In conclusion One Flew Over the Cuckoo's Nest is a powerful, social protest film that uses great characters to send it's message. Beautifully acted, tragic, and infinitely complex, its message transcends its subject matter and represent a tragedy of the system's ineptitude. It's also one of the few movies that can tackle such a tough subject with care, respect, and finesse, it's just in general a great film.","
            8/10
            "
"darkjosh","27 November 2000","Milos Forman's film may not be entirely true to Ken Kesey's novel, but it is still, in its own right, an inspiring, well-crafted, emotional and intelligent telling of the choice to conform or rebel.One Flew Over the Cuckoo's Nest stars Jack Nicholson as Randal McMurphy, a prisoner who decides he'd have a better time serving out his sentence in a mental ward, but ultimately ends up enlivening the patients there and showing them the beauty of life.Jack Nicholson's performance as McMurphy is deservedly Oscar-winning, inspiring, and is surely one of the best of his career.  As the naive Billy Bibbit, Brad Douriff is impressive and touching in his film debut.  Louise Fletcher does well as Nurse Ratched, even though she doesn't really compare to the tough-as-nails Big Nurse as written of by Kesey.  She is more than up to the performance, however, and is effective as the ice-cold Ratched.A truly inspiration film with fantastic performances, terrific scenes, and a double-edged, satisfying ending.9 out of 10","
            9/10
            "
"Calicodreamin","18 September 2020","The acting in this movie is incredible, the characters have depth and are well cast. Nickolson is the perfect lead, just the right amount of manic to sell this character. The storyline is unique and well developed and draws genuine emotions. Very well made.","
            9/10
            "
"moonspinner55","22 May 2006","Multiple Oscar winner is an astounding, gripping piece, although occasionally the material allows too much showing off for its star and the four-letter dialogue coupled with the bleak material can be exhausting. A softened (albeit no less hard-hitting) film-adaptation of Ken Kesey's novel about sex-deviate Randle McMurphy (Jack Nicholson) sent to a mental institution instead of prison, quickly butting heads with the stony head-nurse on his ward (a hissable Louise Fletcher playing Nurse Wretched--uh, Ratched). Ostensibly a downer, the film does get a rousing kick from Nicholson, going full bore with an actor's relish and infusing the movie with unpredictable, kinetic energy. Director Milos Forman helps us get to know the patients at this hospital, easing us through the preliminaries and yet sparing us none of the ugliness. Still, this plot is a bit thin on the screen; Forman does his best to ""open up"" the material, which was first produced on the stage, but the sequence on the boat is more an emotion-based relief for the audience's benefit than a logical turn of the story. Tough-going, compelling film is occasionally brilliant, with Nicholson and Fletcher both winning Oscars, as did Forman and producer Michael Douglas. *** from ****","
            7/10
            "
"imdbbl","9 December 2008","I was truly exited when I decided to watch this movie. Top 250? Check! Oscar winning picture? Check! One of the most famous A-list actors in it? Check!Oh boy...where do I start? I know I belong to a minority when I say this but I hated this movie.So R.P. McMurphy is a man with several assault convictions that has raped a 15 year old girl thus he's in jail.Supposedly he acted like a crazy person in prison in order to avoid it but was sent to an asylum.Basically after a while McMurphy starts to bond (only a little bit)with the other patients mainly with a ""chief"" who pretended to be deaf. McMurphy also stands out as the only sane person in there.McMurphy starts a feud with head nurse Mildred Ratched who tries to keep the voluntary patients in the asylum for ever.One day McMurphy and the chief decide to escape, and McMurphy calls his girlfriends to help.They come, then they all party hard and McMurphy instead of escaping falls asleep.That's right he doesn't pass out, he just falls asleep after he planned an escape which is plain stupid.Tired of seeing McMurphy causing problems the staff give him a lobotomy.In the day after,the chief succeeds to escape but first kills McMurphy so he wouldn't stay ""like that"" in that place. This is the story, there's nothing more to it. Now where's the brilliance of this movie? I don't get it. Five Oscars?! Louise Fletcher won an Oscar for her performance and that has to be a joke.Am I the only who realizes her screen time was like 15 minutes? The final verdict: this movie is boring,slow-paced, the story has no interest whatsoever , it doesn't deserve a single Oscar( in my opinion of course)and its definitely one of the most disappointing movies I have ever seen. 3/10","
            9/10
            "
"searchanddestroy-1","21 February 2023","In the movie history, you can find several films about mental, psychiatric institutions: ONE FLEW OVER THE CUCKOO'S NEST, SHOCK CORRIDOR, SHOCK TREATMENT, THE SNAKE PIT, and at a lower scale MR PATMAN, but we can consider this one as one of the best, the most famous, and also the most outstanding performance from Jack Nicholson, a role which made him so famous besides CHINATOWN. It is a beautiful, painful, disturbing drama, not destined to all audiences, but a film that was nominated at the Academy Awards and won for at least the best picture. It is widely deserved. And the supporting character Will Sampson is also here as his very best. Worldwide audiences will remember him for this character. A genuine masterpiece and the Milos Forman's best picture, besides AMADEUS, nine years later. You can not get out of this movie totally unscathed.","
            6/10
            "
"JokerMichel","18 March 2018","Very touching and emotional movie ...
Jack Nicholson's performance is historical
This is one of the greatest movies ever made","
            10/10
            "
"diffusionx","23 June 2000","One Flew Over the Cuckoo's Nest was a movie that bitterly dissapointed me. I suppose it was alright, but with all the praise it has received (including being so high on IMDB's list), I expected more than I got.The main problem I had with the movie was that I didn't care for the characters at all. Sure, there were some scenes that were interesting and provided a nice glimpse into one character or the other, but, for the most part, I couldn't find a way to sympathize with any of them. Jack Nicholson did alright in this film, but, at times, I actually disliked his character and what he was doing. As for the other people in the ward, they did a good job, but, again, I just didn't sympathize with them. Louise Fletcher, however, did a superb job as Nurse Ratchet; her icy demeanor was perfect. Again, though, I just didn't, well... dislike her. I didn't find the plot, flow, or atmosphere to be strong enough to make up for the apathy I felt towards the characters (and one would guess that, in a movie such as this, it's critical to one's enjoyment that they care about the characters). While there were some great scenes in the movie, those scenes just weren't enough for me to really like the movie. I thought the movie was overall, bland and uninteresting, and certainly not deserving of all the praise it received.","
            9/10
            "
"disdressed12","11 April 2009","i'm glad i finally got around to this film.it's currently ranked #8 in the top 250 here.i can see why.it's certainly an experience watching it.it's a very deep film,with a lot going on.it's very powerful,yet subtle.it's touching at times,sad at others times,and tragic at times.it's been referenced many times in movies TV shows,and more.it and it's legendary performances have become a part of pop culture.the acting is stellar.jack Nicholson won the academy award for his performance,and i'd say deservedly so.Louise Fletcher also won for her performance.she is mesmerizing.there are other great performances as well.i didn't recognize him for a while,but Danny Devito put in a great performance.there's also Christopher Lloyd in his first feature film.i also really liked the performance of Will Sampson.Brad Dourif in his his first credited film also really impressed me,as did Sydney Lassic.there are many other great performances here,too numerous to mention.the point is,i really like the film.beside the acting,it was also very well written,very clever.as it ended,i realized i was really moved by it all.some people might think this movie is overrated,and to each their own.but,if you haven't seen it yet,i recommend you watch with an open mind and draw your own conclusions.and don't let the running time of 133 minutes discourage you.it will(unfortunately)be over before you know it.for me,One Flew over the Cuckoo's Nest is 10/10","
            9/10
            "
"Aaron1375","22 March 2010","Not usually the type of movie that I would watch or like, but for some reason I really enjoyed this movie. A drama with good humor in it and top notch performances all the way around. Seriously though, when I first saw this movie as a kid I did not like nurse Rached and I did feel bad about it because she was the nurse and nurses are supposed to do what is best for you. Then later I found out you are in fact supposed to hate here, and despise her and I do feel that way about her and do not feel the least bit bad about it. One of my regrets over this film is that Jack Nicholson's character did not break that witch's neck and at least take her out. Most of the movie is not quite that dark as we have a new patient that comes into a mental ward and kind of rallies the patients to go against that nurse whenever possible. He makes friend with an old Indian who never speaks and does a lot of other things during this fine movie dealing with the patients as he makes friends and tries to make their lives a little less on schedule as it were. Nicholson turns in a very fine performance and I think he won an Oscar for his role, and if not he certainly deserved one. I am not sure but I think Louise Fletcher also got an Oscar as well, and if not one was certainly deserved in her case too as I really disliked her character. The movie runs over two hours, however it is a quick two hour run time as the story and characters are just to good for it to feel as if the film is dragging. The ending though is sad and like I sad Jack Nicholson's character could have had the same fate, but man it would have been so nice if he could have just snapped Ratched's neck. Oh my, that is a bit harsh on my part not isn't it?","
            9/10
            "
"SimonJack","1 May 2021","Treatment in a mental hospital. It's based on a 1962 novel of the same title by Ken Kesey (1935-2001). Kesey wrote the story after working a couple of years in such an institution in the San Francisco Bay Area. Keysey was born in Colorado but lived most of his adult in Oregon. While attending Stanford University on a graduate fellowship in creative writing, he took part in government studies of hallucinogenic drugs. He had other successful novels after this, but Cuckoo's Nest remains his signature work.All of the performances in this film are very good. And the film clearly deserved its top five Oscars in the Academy Awards, as well as the top five Golden Globes and four of the top five BAFTA Awards. Very few films in history have come close to sweeping the top five in the three major worldwide English-speaking film organizations. Louise Fletcher was superb as Nurse Rached, and Jack Nicholson as Randle McMurphy was outstanding. Nicholson was 38 years old and nearly 20 years into his career in 1975. He had reached stardom by 1970. Although he would receive two more Oscars after this, and five more nominations, nothing Nicholson has done since 1975 can come close to his performance in this film.Most everyone knows about the plot of this film, so further discussion of that isn't necessary here. I would just add that there was and continues to be some controversy over the film and what it depicts. Indeed, some actresses who were offered the role of Nurse Rached, turned it down because they saw a heavy misogynistic tone in the screenplay.My wife and I saw this film when we lived in Virginia. She was a trained RN with considerable hospital experience. Although by 1975 she was a full-time homemaker raising our children. I mention this because I've often found it most interesting to discuss a movie afterwards with someone who has a background, training or experience in a subject covered in a movie. Neither one of us had read the novel. Of course, one doesn't know how much of the novel itself may be fiction, including some possible details that may have been fabricated. Then, how much of the movie may have been fiction or revision from the novel? Just judging on her studies, continuing education of the past 10 years and reading, my wife said she wasn't surprised at what the movie showed.This was about the time that treatment and practices in mental hospitals in the U. S. had come under considerable scrutiny. Many had been changing or were about to make changes. No doubt, this movie spurred them and others into action for major changes. The biggest cultural change coming out of this period was the shift is much more treatment of mental illnesses outside of the institutions. Many more patients could remain living at home with family members, or with family and friends in their homes, or in group care homes that had more openness and freedom.In the early 1990s, when I resided in Oregon, I met Ken Kesey. He spoke at a special Holiday performance of the Portland Pops in Portland's Arlene Schnitzer Concert Hall. He had made his home for many years in Pleasant Hill, not far from Springfield and Eugene, in west-central Oregon. And, although his book was based on experiences when he lived in northern California, he had adopted Oregon as his home. Since the Beaver State had become a favorite place for location shooting of movies by Hollywood studios, Oregon became the place for setting the 1975 movie. The fishing scene is the only one not shot in Oregon - it was at Fort Bragg in northern California. But the boat boarding scene took place in Depoe Bay, Oregon. Filming was also done at the Oregon state Mental Hospital in Salem, and around Salem and other locations. Except for the hospital, I've been to all the Oregon places used for filming several times and know them quite well.","
            9/10
            "
"brogan-stanford","7 December 2014","Jack Nicholson's mere presence in this picture was enough to bring this production to the screen, after the novel written by Ken Kesey was dubbed as 'unfilmable'; once Nicholson had his name on the contract, Hollywood took over. Nicholson's performance granted him an Oscar with acknowledgements that he was born to play the role of a misfit gone crazy when admitted into an insane asylum. The picture was moving yet simple and funny and was labelled as a dramatic masterpiece as it highlighted society's distorted outlook on the 'mentally unstable' and eventually won the 'top five' Oscars and was the second film in history to do so. This could never have been achieved if Nicholson's reputation had not got the ball rolling on this project in the first place. This picture was rightly the definition of the character that Nicholson should play and made him the top choice to play Jack Torrance in The Shining and the Joker in the 1989 interpretation of Batman.","
            10/10
            "
"OllieSuave-007","28 November 2015","This is a great drama about felon R.P. McMurphy (Jack Nicholson) who gets himself transferred to a mental institution to escape labor duties in prison. Once there, McMurphy gathers a group of the mental patients to rebel against the oppressive and authoritative Nurse Ratched (Louise Fletcher).For a drama, the plot is incredibly well-paced from start to finish, which keeps you captivated at the story, from McMurphy's heated exchanges with Nurse Ratched to him breaking the patients out to enjoy a day of fishing. The characters are well-developed as the plot delves into the individual backgrounds of each of the main patients, including Taber (Christopher Lloyd), Harding (William Redfield), Cheswick (Sydney Lassick), Chief Bromden (Will Sampson), Martini (Danny DeVito), Fredrickson (Vincent Schiavelli), and Billy Bibbit (Brad Dourif). The therapy group sessions between them and Nurse Ratched are what I think the highlights of the film as it generates the film's mood, plays on the minds of the patients and instigates the ensuing drama and tension.Great acting by the actors - my particular favorite is that of Louise Fletcher. She portrayed the nurse as just a person doing her job, almost oblivious to her authoritative, cold stance and power-hungry grip. The characters generate both sympathy and indifference - especially that of Nicholson's character.Great drama throughout and it all leads to an incredible ending.Grade A","
            8/10
            "
"filipemanuelneto","16 December 2015","This film tells the story of R.P. McMurphy (Jack Nicholson), whose criminal record earned him a season in a labor camp. To escape this verdict, this smart guy decided to pretend to be crazy in order to serve the sentence in a mental hospital. In this new environment, McMurphy show resistance to rigid and austere rules of behavior imposed on patients and zealously fulfilled by the head-nurse Ratched (Louise Fletcher), causing a number of situations where he seeks, in his own way, returning to colleagues the joy of living.Directed by Milos Forman, a veteran of the seventh art that this film helped to immortalize, this movie has great actors, among which are a remarkable Louise Fletcher and Jack Nicholson, who took here one of the most memorable performances of his career. Sydney Lassick, Brad Dourif and Danny DeVito, in the role of some patients in mental hospital, are also noteworthy. It's a film about freedom and resistance to oppression, a film that teaches us to seek out the good side of things, even in the worst circumstances, and that the worst prison is what we do about ourselves when we give up. The film is full of scenes that range from humorous to the touching but conquers by it's bewildering end, seemingly incomprehensible until we reflect about it and understand the kind of freedom that McMurphy was entitled.Touching, exciting, touching, are adjectives that aren't enough to properly characterize this true work of art, whose beauty was dimly reflected in awards it has received, and which contained the Golden Globe for Best Motion Picture Drama, Best Actor Drama, Best Actress Drama, Best Actor Debut, Best Director and Best Screenplay and the Oscar's for Best Adapted Screenplay, Best Actress, Best Actor, Best Director and Best Picture.","
            9/10
            "
"damianphelps","6 October 2020","Not really anything like this movie before or after.Its a unique bit of movie making that showcases the acting as much as it does the story.
Its funny, sad and poignant.A quite amazing movie experience.","
            9/10
            "
"tyson-hunsaker","4 October 2017","""One Flew Over The Cuckoo's Nest"" may be Milo Forman's best work to day and stands the test of time as an enduring classic about an eccentric McMurphy (Jack Nicholson) at odds with a wound up nurse Ratched (Louise Fletcher). If any film examines the social issues on people's minds back in 75' as well as ""One Flew Over The Cuckoo's Nest"", it's grandeur should replace this one because this film takes a thorough and complex dive into insanity and its definition. Based on the book by Ken Kesey, ""One Flew Over The Cuckoo's Nest"" is a fleshed out and realized story of a man who pleads insanity to get out of jail/work time and is therefore, admitted to an insane asylum. While there, he disrupts the inmates flow of order and routine and wreaks havoc on the employees with Nurse Ratched. The film tends to balance this tightrope of insanity by presenting characters we not only believe in, but somehow feel we know personally. Potentially due to incredible characterization through outstanding performances, plausible dialogue, and clear direction from Milo Forman. ""One Flew Over The Cuckoo's Nest"" features one of Jack Nicholson's best performances ever put to film; Understandably winning Jack Nicholson a ""Best Actor in a Leading Role"" Oscar. His electric and wildly entertaining performances however, doesn't overshadow Louise Fletcher's stern and deeply intimidating performance as a menacing, strict, and unfeeling antagonist. While both our protagonist and antagonist are clear from the beginning, the story wisely blurs that line of hero and villain by asking the audience ""Who is crazy?"" near the end of the film. The film also makes a case to examine the individual consequences wrought on by mental institutions with all their imperfections. When we see images of cages, walls, and windows to represent barriers, we understand a humanistic need to break them and explore uncharted territory. Alternatively, most inmates in the asylum feel so institutionalized by said asylum which stunts further healing from whatever conditions debilitate them. So while ""One Flew Over The Cuckoo's Nest"" is wonderfully characterized and unified in plot right up to the end, it feels like an important film with things to say and questions to ask about insanity and what makes a person crazy.While ""One Flew Over The Cuckoo's Nest"" is indeed a masterpiece of filmmaking as many lead it to believe, it isn't without its flaws. As the film draws near its end, we learn who was really changed in this story and who's story this is to tell. This was indeed a powerful narrative tool in the end which makes its climax sensical, more context and characterization for this character would've improved the ending for a more satisfying conclusion. A lot more catharsis could've been rendered if we had a chance to connect with that character more and the movie could've driven some more clearer points home to help understand why watching the film would be important regardless of time period. Aside from the smaller negatives, ""One Flew Over The Cuckoo's Nest"" is an unforgettable and wonderful movie that deserves to be watched and studied as carefully as possible.","
            8/10
            "
"Thanos_Alfie","12 August 2013","Jack Nicholson makes on ""One Flew Over the Cuckoo's Nest"" one of his best performances. This interpretation could be compared with his interpretation on ""The Shining"" a few years later in 1980. I also liked the performances of Will Sampson as Chief Bromden.""One Flew Over the Cuckoo's Nest"" is a movie which show us a man (Jack Nicholson as McMurphy) who is committing crimes and then he fakes being crazy and goes to a mental hospital for treatment.In this mental hospital he constantly comes into conflict with a superior nurse who is really strict. He tried many times to escape from this hospital but he did not make it, so he makes a rebellious stance with his inmates against the hideous nurse. Is he going to made it? Is he going to escape from that mental hospital or not?","
            9/10
            "
